age,sex,weight_kg,height_cm,bmi,goal,fitness_level,sessions_per_week,session_duration_min,activity_level,has_gym,has_dumbbells,has_barbell,has_pullup_bar,injury_knee,injury_back,injury_shoulder,program_type
33,1,75.8,154,31.96,0,1,3,46,2,1,0,1,0,0,0,0,int_fat_loss_gym_4x
42,1,59.7,154,25.17,1,0,4,44,2,0,1,0,0,0,0,0,beg_muscle_home_3x
35,0,87.6,180,27.04,0,2,4,83,3,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
42,0,104.9,178,33.11,0,0,3,29,3,0,1,0,0,0,1,0,beg_injury_safe_home_3x
27,0,69.5,175,22.69,1,1,4,44,2,0,0,0,1,0,0,0,int_muscle_home_4x
26,0,69.8,186,20.18,2,1,4,44,3,0,1,0,0,0,0,0,int_maintain_gym_4x
38,1,67.8,166,24.6,0,2,4,59,3,1,0,1,0,0,0,0,adv_fat_loss_gym_5x
26,1,87.2,166,31.64,0,0,3,27,2,0,1,0,1,1,0,0,beg_injury_safe_home_3x
51,0,63.9,164,23.76,2,0,2,51,2,0,0,0,0,1,0,0,beg_injury_safe_home_3x
30,1,52.7,165,19.36,1,0,2,34,3,1,0,1,0,0,0,0,beg_muscle_gym_3x
20,1,55.9,172,18.9,0,0,2,43,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
20,0,71.1,190,19.7,1,0,4,29,1,0,1,0,1,0,0,0,beg_muscle_home_3x
31,0,113.9,187,32.57,0,0,2,35,1,0,1,0,1,0,0,0,beg_fat_loss_home_3x
27,1,75.7,165,27.81,0,1,4,50,4,1,1,1,0,0,0,0,int_fat_loss_gym_4x
52,1,82.8,165,30.41,1,1,4,47,2,1,0,1,0,0,0,0,int_muscle_gym_4x
46,1,60.1,164,22.35,0,0,3,42,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
33,0,66.1,172,22.34,1,0,4,40,2,0,1,0,0,0,0,0,beg_muscle_home_3x
40,0,84.6,183,25.26,1,1,4,38,3,0,1,0,0,0,0,0,int_muscle_home_4x
53,1,56.7,163,21.34,0,0,2,49,2,1,0,0,1,0,0,0,beg_fat_loss_gym_3x
34,1,54.9,167,19.69,1,2,4,58,4,1,0,0,0,0,0,0,adv_muscle_gym_5x
47,0,61.0,180,18.83,2,0,2,42,1,0,0,0,0,0,0,0,beg_maintain_home_2x
37,1,64.8,178,20.45,1,1,5,46,2,0,1,0,0,0,0,0,int_muscle_home_4x
19,1,75.7,165,27.81,0,0,3,42,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
33,0,70.9,185,20.72,0,1,5,46,4,1,0,1,0,0,1,0,int_injury_safe_gym_3x
54,1,45.0,160,17.58,1,1,5,30,3,0,0,0,0,0,0,0,int_muscle_home_4x
54,1,65.7,178,20.74,0,0,4,39,1,1,0,1,0,0,0,0,beg_fat_loss_gym_4x
21,1,74.3,162,28.31,0,1,5,41,4,0,0,0,1,1,0,0,beg_injury_safe_home_3x
27,1,56.2,160,21.95,1,0,2,36,1,0,0,0,1,1,0,0,beg_injury_safe_home_3x
40,1,69.2,160,27.03,0,2,5,65,4,1,0,0,1,0,0,0,adv_fat_loss_gym_5x
55,1,66.1,153,28.24,1,0,4,33,2,0,1,0,1,0,0,0,beg_muscle_home_3x
50,0,86.4,185,25.24,1,2,4,74,5,1,0,0,0,0,0,0,adv_muscle_gym_5x
19,0,65.0,172,21.97,0,0,4,55,2,0,0,0,1,0,1,0,beg_injury_safe_home_3x
52,0,74.9,180,23.12,0,2,4,40,4,1,1,1,1,0,0,0,adv_fat_loss_gym_5x
29,0,87.6,164,32.57,2,0,4,42,2,1,1,1,0,0,0,0,int_maintain_gym_3x
49,1,81.6,165,29.97,2,1,5,52,3,0,1,0,0,0,0,1,beg_injury_safe_home_3x
18,0,92.7,173,30.97,0,2,6,69,4,1,0,0,1,1,1,0,int_injury_safe_gym_3x
22,0,68.1,170,23.56,1,2,5,67,2,0,0,0,0,0,1,0,beg_injury_safe_home_3x
50,0,55.7,184,16.45,1,0,4,34,1,0,0,0,0,0,0,0,beg_muscle_home_3x
28,0,77.4,186,22.37,0,1,3,62,1,1,0,1,0,1,0,0,int_injury_safe_gym_3x
37,0,74.3,174,24.54,1,1,5,48,3,1,0,1,0,0,0,0,int_muscle_gym_5x
47,1,85.1,161,32.83,0,0,3,20,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
41,0,83.4,178,26.32,0,1,3,49,2,1,1,1,0,0,0,0,int_fat_loss_gym_4x
19,0,86.6,185,25.3,2,0,2,38,2,0,1,0,0,0,0,1,beg_injury_safe_home_3x
39,0,78.9,185,23.05,1,1,3,48,2,1,0,0,0,0,0,0,int_muscle_gym_4x
19,0,91.8,172,31.03,0,0,4,41,2,0,1,0,1,0,0,0,beg_fat_loss_home_4x
18,0,58.2,183,17.38,1,1,4,67,3,1,0,0,0,0,0,0,int_muscle_gym_4x
47,0,90.1,173,30.1,0,1,3,36,3,0,0,0,1,0,0,0,int_fat_loss_home_4x
34,0,65.8,174,21.73,1,0,2,39,2,0,1,0,1,0,0,0,beg_muscle_home_3x
22,1,63.4,173,21.18,1,0,3,44,1,0,1,0,1,0,0,0,beg_muscle_home_3x
54,1,73.7,158,29.52,1,0,4,39,4,0,1,0,0,0,0,0,beg_muscle_home_3x
19,1,74.8,162,28.5,0,0,3,38,3,0,0,0,1,0,0,0,beg_fat_loss_home_3x
31,1,62.0,160,24.22,1,0,2,41,2,0,0,0,1,0,0,0,beg_muscle_home_3x
19,0,93.8,173,31.34,0,2,5,68,4,1,0,0,1,0,0,0,adv_fat_loss_gym_5x
53,0,85.5,183,25.53,2,1,5,44,5,0,1,0,0,0,0,0,int_maintain_gym_4x
34,1,53.4,160,20.86,0,1,5,40,5,0,0,0,0,0,0,0,int_fat_loss_home_4x
34,0,67.2,170,23.25,0,0,2,35,1,1,0,1,0,0,0,0,beg_fat_loss_gym_3x
41,1,52.3,169,18.31,0,0,4,45,2,0,1,0,1,0,0,1,beg_injury_safe_home_3x
55,0,79.9,167,28.65,0,0,2,42,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
22,1,79.9,163,30.07,2,0,3,41,3,0,1,0,0,0,0,0,beg_maintain_home_3x
53,1,56.2,168,19.91,0,0,3,30,2,0,1,0,1,0,0,0,beg_fat_loss_home_3x
46,0,84.4,189,23.63,1,2,5,63,5,0,1,0,1,0,0,0,int_muscle_home_4x
27,1,71.1,167,25.49,1,0,3,44,3,0,1,0,1,0,0,0,beg_muscle_home_3x
52,0,96.5,180,29.78,0,1,5,36,3,0,1,0,0,0,0,0,int_fat_loss_home_4x
27,0,74.1,191,20.31,0,2,4,62,5,1,1,0,0,0,1,0,int_injury_safe_gym_3x
26,0,72.4,180,22.35,0,0,2,29,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
36,0,71.4,188,20.2,2,1,4,57,3,0,1,0,0,0,0,0,int_maintain_gym_4x
42,0,78.8,179,24.59,1,0,4,48,3,1,0,1,0,0,0,0,beg_muscle_gym_4x
54,1,45.0,160,17.58,1,0,4,50,2,1,0,0,0,0,0,0,beg_muscle_gym_4x
34,1,57.2,161,22.07,1,1,3,46,3,0,1,0,0,0,0,0,int_muscle_home_4x
43,1,77.9,164,28.96,0,1,4,44,2,0,0,0,1,0,0,0,int_fat_loss_home_4x
33,1,58.3,167,20.9,1,0,4,30,2,0,0,0,1,0,0,1,beg_injury_safe_home_3x
34,0,95.8,179,29.9,0,0,3,37,1,1,0,1,0,0,0,0,beg_fat_loss_gym_3x
54,0,79.3,183,23.68,0,0,3,24,3,0,0,0,1,0,0,0,beg_fat_loss_home_3x
52,0,60.0,181,18.31,1,1,4,51,5,0,0,0,1,0,0,0,int_muscle_home_4x
40,1,53.1,167,19.04,2,0,3,43,1,0,1,0,0,0,0,0,beg_maintain_home_3x
20,0,80.4,177,25.66,2,0,2,53,3,0,1,0,0,0,0,0,beg_maintain_home_2x
26,0,90.3,156,37.11,0,2,5,68,4,1,0,0,0,0,0,0,adv_fat_loss_gym_5x
43,0,61.4,174,20.28,1,1,4,30,5,1,0,1,0,0,0,0,int_muscle_gym_4x
42,1,48.5,168,17.18,0,1,4,30,2,0,1,0,0,0,0,0,int_fat_loss_home_4x
41,1,55.3,158,22.15,0,2,4,48,4,1,0,0,1,0,0,0,adv_fat_loss_gym_5x
32,0,88.8,184,26.23,1,1,5,42,3,1,0,0,0,0,0,0,int_muscle_gym_4x
47,1,73.0,168,25.86,0,0,2,39,1,0,1,0,0,0,1,0,beg_injury_safe_home_3x
40,1,59.7,158,23.91,1,0,3,35,2,0,1,0,0,0,0,1,beg_injury_safe_home_3x
49,0,96.5,176,31.15,0,0,4,40,2,0,1,0,1,0,0,0,beg_fat_loss_home_4x
49,0,80.4,178,25.38,1,1,5,37,4,1,0,1,1,1,0,1,int_injury_safe_gym_3x
31,1,64.4,154,27.15,2,0,4,40,3,1,0,1,0,0,0,0,int_maintain_gym_3x
26,1,54.1,169,18.94,0,1,5,45,2,1,0,1,0,1,0,0,int_injury_safe_gym_3x
28,0,99.4,191,27.25,0,1,4,48,1,1,0,1,0,0,0,0,int_fat_loss_gym_4x
45,1,57.0,159,22.55,1,0,4,36,1,0,1,0,0,0,0,0,beg_muscle_home_3x
35,0,73.8,158,29.56,1,1,4,33,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
28,1,59.1,166,21.45,0,1,5,48,2,0,0,0,1,0,0,0,int_fat_loss_home_4x
39,0,70.2,175,22.92,1,0,2,27,1,0,1,0,0,0,0,0,beg_muscle_home_3x
51,0,84.9,177,27.1,0,0,2,20,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
47,1,45.0,169,15.76,1,0,2,29,2,1,1,1,0,0,0,0,beg_muscle_gym_3x
33,1,45.0,167,16.14,1,1,5,40,3,1,0,0,0,0,1,0,int_injury_safe_gym_3x
18,0,74.5,176,24.05,0,0,3,21,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
43,0,73.3,186,21.19,2,2,4,54,4,1,0,0,0,0,0,0,int_maintain_gym_4x
55,0,98.3,182,29.68,0,0,2,35,3,1,0,0,0,0,0,1,beg_injury_safe_home_3x
21,0,65.7,171,22.47,0,0,2,42,2,0,1,0,1,0,0,0,beg_fat_loss_home_3x
46,1,74.5,165,27.36,0,0,4,35,2,0,1,0,1,0,0,0,beg_fat_loss_home_4x
25,0,86.7,188,24.53,1,0,3,41,1,0,0,0,0,0,0,0,beg_muscle_home_3x
33,0,45.0,176,14.53,0,0,2,37,2,0,0,0,0,0,0,0,beg_fat_loss_home_3x
39,1,54.5,168,19.31,1,2,6,40,3,1,0,1,1,0,0,0,adv_muscle_gym_5x
42,0,90.2,193,24.22,2,1,4,41,2,0,1,0,1,0,0,0,int_maintain_gym_4x
18,0,121.9,177,38.91,0,0,3,40,3,0,1,0,1,0,0,0,beg_fat_loss_home_3x
47,0,81.0,184,23.92,2,0,2,26,1,1,1,1,0,0,0,0,int_maintain_gym_3x
24,0,85.3,168,30.22,1,1,5,57,1,0,1,0,1,1,0,0,beg_injury_safe_home_3x
46,0,94.2,180,29.07,2,1,5,41,3,0,0,0,0,0,0,0,int_maintain_gym_4x
20,0,69.7,180,21.51,2,2,5,65,3,1,0,0,0,0,0,1,int_injury_safe_gym_3x
29,1,85.5,173,28.57,1,0,2,45,2,0,0,0,1,0,0,0,beg_muscle_home_3x
53,0,78.5,171,26.85,2,0,3,23,2,0,1,0,1,0,0,1,beg_injury_safe_home_3x
45,1,88.7,162,33.8,0,0,2,52,2,1,0,1,0,0,0,0,beg_fat_loss_gym_3x
54,0,114.0,180,35.19,0,0,3,47,4,0,1,0,0,0,0,0,beg_fat_loss_home_3x
18,1,61.3,165,22.52,1,0,3,44,3,0,1,0,0,0,0,0,beg_muscle_home_3x
54,0,89.7,179,28.0,0,1,3,51,3,1,1,1,0,0,0,0,int_fat_loss_gym_4x
23,0,65.2,185,19.05,0,1,3,41,2,1,0,0,1,0,0,0,int_fat_loss_gym_4x
25,1,64.6,168,22.89,0,0,2,34,2,0,0,0,1,1,0,0,beg_injury_safe_home_3x
49,1,88.1,165,32.36,0,1,3,47,2,1,0,0,0,0,0,1,int_injury_safe_gym_3x
37,1,64.8,170,22.42,2,0,4,47,1,1,0,0,0,0,0,0,int_maintain_gym_3x
41,0,76.3,171,26.09,1,0,2,42,3,1,0,1,0,0,0,0,beg_muscle_gym_3x
31,1,61.3,172,20.72,0,1,4,55,4,0,1,0,0,0,1,0,beg_injury_safe_home_3x
19,1,81.3,170,28.13,1,1,4,47,4,0,1,0,1,0,0,0,int_muscle_home_4x
30,1,66.2,160,25.86,2,0,3,40,2,1,1,0,0,0,0,0,int_maintain_gym_3x
44,1,73.7,157,29.9,0,2,5,83,3,0,0,0,0,0,0,0,adv_fat_loss_gym_5x
39,0,54.0,181,16.48,1,0,2,44,3,0,0,0,1,0,0,0,beg_muscle_home_3x
55,0,75.8,184,22.39,2,1,4,38,4,0,1,0,0,0,0,1,beg_injury_safe_home_3x
42,1,82.0,165,30.12,0,1,5,42,4,0,1,0,0,0,0,0,int_fat_loss_home_4x
41,0,88.3,173,29.5,0,0,4,33,1,0,1,0,1,0,0,0,beg_fat_loss_home_4x
32,0,85.6,180,26.42,0,1,5,38,4,1,0,1,0,0,0,0,int_fat_loss_gym_4x
54,1,75.2,160,29.37,0,1,3,49,3,1,1,1,1,0,0,0,int_fat_loss_gym_4x
49,1,45.0,159,17.8,1,1,5,57,3,0,0,0,1,0,0,0,int_muscle_home_4x
46,1,63.1,169,22.09,0,0,3,41,4,0,1,0,0,0,0,0,beg_fat_loss_home_3x
52,1,55.7,157,22.6,2,0,3,37,2,1,0,1,0,0,0,1,beg_injury_safe_home_3x
30,1,77.3,159,30.58,0,1,5,46,2,0,1,0,1,0,1,0,beg_injury_safe_home_3x
51,1,76.2,166,27.65,2,0,4,41,2,0,0,0,0,0,0,0,beg_maintain_home_3x
27,1,66.2,163,24.92,2,1,5,46,3,1,1,0,0,0,1,0,int_injury_safe_gym_3x
21,0,82.7,195,21.75,1,0,4,22,4,1,1,0,0,0,0,0,beg_muscle_gym_3x
49,0,79.9,184,23.6,0,1,5,59,1,1,1,0,0,0,0,0,int_fat_loss_gym_5x
50,0,57.7,172,19.5,2,1,5,48,3,0,1,0,0,0,0,0,int_maintain_gym_4x
41,1,61.8,166,22.43,1,1,5,48,3,0,0,0,0,0,0,0,int_muscle_home_4x
20,1,45.3,161,17.48,1,1,3,61,4,1,1,1,0,0,0,0,int_muscle_gym_4x
35,0,75.1,190,20.8,2,1,5,59,4,1,0,1,0,0,0,0,int_maintain_gym_4x
32,0,83.2,171,28.45,0,0,4,36,2,0,0,0,1,0,0,0,beg_fat_loss_home_4x
34,1,70.7,171,24.18,1,1,3,34,1,1,0,1,0,0,0,0,int_muscle_gym_4x
22,0,80.6,187,23.05,0,0,2,42,3,1,1,1,0,0,0,0,beg_fat_loss_gym_3x
45,0,69.7,167,24.99,0,0,4,36,2,0,1,0,0,0,0,0,beg_fat_loss_home_4x
22,0,87.9,194,23.36,0,1,4,47,4,1,1,0,0,0,0,0,int_fat_loss_gym_4x
39,0,81.6,180,25.19,0,1,3,53,2,0,1,0,0,0,1,0,beg_injury_safe_home_3x
24,0,95.8,187,27.4,2,0,2,41,2,0,1,0,1,0,0,0,beg_maintain_home_2x
54,0,95.6,182,28.86,0,1,5,56,4,1,0,1,0,0,0,0,int_fat_loss_gym_5x
19,1,61.8,166,22.43,1,0,4,55,2,0,1,0,1,0,0,0,beg_muscle_home_3x
23,1,67.5,158,27.04,0,0,2,35,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
38,0,90.3,188,25.55,1,0,3,44,2,1,0,0,0,0,0,0,beg_muscle_gym_3x
47,1,79.4,172,26.84,2,0,3,41,4,1,0,1,1,0,0,0,int_maintain_gym_3x
46,0,82.5,195,21.7,1,0,4,37,3,1,1,0,0,0,0,0,beg_muscle_gym_4x
22,0,107.6,180,33.21,2,0,4,36,3,0,1,0,1,1,0,0,beg_injury_safe_home_3x
26,1,70.5,167,25.28,0,1,4,39,4,0,1,0,0,0,0,0,int_fat_loss_home_4x
20,1,67.4,174,22.26,0,0,4,51,5,0,0,0,0,0,0,0,beg_fat_loss_home_4x
36,0,66.6,169,23.32,0,2,6,48,5,1,1,1,0,0,0,0,adv_fat_loss_gym_5x
24,0,54.2,182,16.36,0,1,3,75,1,0,1,0,1,0,1,0,beg_injury_safe_home_3x
54,0,86.0,165,31.59,1,0,2,37,4,0,1,0,0,0,0,0,beg_muscle_home_3x
53,1,64.0,160,25.0,0,2,5,55,3,1,0,1,1,0,1,1,int_injury_safe_gym_3x
30,0,101.0,172,34.14,0,0,2,21,3,0,1,0,1,0,0,0,beg_fat_loss_home_3x
42,0,66.5,175,21.71,0,0,2,20,3,1,0,1,0,0,0,0,beg_fat_loss_gym_3x
45,0,77.4,168,27.42,1,0,4,46,2,0,1,0,1,0,0,0,beg_muscle_home_3x
50,0,77.9,166,28.27,1,2,5,79,4,1,0,1,0,0,0,0,adv_strength_gym_5x
19,0,75.8,173,25.33,1,0,2,45,1,0,0,0,1,0,0,0,beg_muscle_home_3x
47,0,69.7,176,22.5,0,0,2,29,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
29,0,67.8,174,22.39,0,1,4,37,2,1,0,1,1,0,0,0,int_fat_loss_gym_4x
28,0,81.1,180,25.03,0,0,3,29,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
20,0,90.0,183,26.87,2,1,3,39,4,0,1,0,1,0,0,0,int_maintain_gym_4x
27,1,56.5,163,21.27,1,0,3,36,2,0,1,0,0,0,0,0,beg_muscle_home_3x
44,0,100.3,181,30.62,0,1,4,55,3,1,1,1,0,0,1,1,int_injury_safe_gym_3x
25,1,62.5,167,22.41,0,0,4,49,4,1,0,1,0,0,0,0,beg_fat_loss_gym_4x
52,1,64.5,176,20.82,2,1,4,39,2,0,1,0,0,0,0,0,int_maintain_gym_4x
20,0,109.3,190,30.28,1,0,4,50,3,0,0,0,1,0,0,0,beg_muscle_home_3x
40,1,64.2,150,28.53,2,0,3,31,2,0,1,0,0,0,0,0,beg_maintain_home_3x
35,0,80.5,170,27.85,1,0,3,36,3,1,0,0,0,0,0,0,beg_muscle_gym_3x
45,0,73.6,176,23.76,2,0,3,39,2,0,1,0,1,0,0,0,beg_maintain_home_3x
34,0,99.8,166,36.22,0,0,2,44,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
51,1,75.8,161,29.24,1,2,6,54,4,0,0,0,1,0,0,0,int_muscle_home_4x
38,1,63.8,170,22.08,1,1,4,47,3,0,1,0,0,0,0,0,int_muscle_home_4x
25,0,97.6,188,27.61,0,1,3,36,3,1,1,0,0,0,0,0,int_fat_loss_gym_4x
41,0,72.1,171,24.66,1,1,5,51,1,1,1,1,0,0,0,0,int_muscle_gym_5x
52,1,63.5,183,18.96,1,0,2,27,3,0,0,0,0,0,0,0,beg_muscle_home_3x
18,0,68.0,178,21.46,0,0,4,33,4,0,1,0,0,0,0,0,beg_fat_loss_home_4x
45,0,64.9,176,20.95,2,0,3,38,3,0,1,0,0,0,0,0,beg_maintain_home_3x
36,0,79.1,191,21.68,1,2,4,60,4,0,1,0,0,0,1,0,beg_injury_safe_home_3x
50,0,100.2,179,31.27,0,0,3,36,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
52,1,53.2,160,20.78,1,1,5,63,3,1,1,0,1,0,0,0,int_muscle_gym_5x
54,0,96.1,183,28.7,0,0,3,29,1,0,1,0,1,0,0,0,beg_fat_loss_home_3x
37,1,90.4,168,32.03,0,1,4,44,2,0,0,0,1,0,0,0,int_fat_loss_home_4x
39,0,87.2,169,30.53,2,0,3,53,2,0,1,0,1,0,0,0,beg_maintain_home_3x
35,1,52.7,157,21.38,1,1,4,45,2,0,1,0,0,0,0,0,int_muscle_home_4x
34,0,81.0,190,22.44,2,2,4,40,4,0,1,0,0,0,0,1,beg_injury_safe_home_3x
43,1,76.6,173,25.59,2,2,4,66,4,1,1,1,1,0,1,0,int_injury_safe_gym_3x
45,1,74.4,171,25.44,0,0,2,49,3,1,0,1,0,0,0,0,beg_fat_loss_gym_3x
18,0,84.6,175,27.62,0,0,2,44,2,1,0,1,0,0,0,0,beg_fat_loss_gym_3x
40,1,66.8,169,23.39,0,1,5,30,2,0,1,0,1,0,0,0,int_fat_loss_home_4x
29,1,57.1,163,21.49,1,2,4,74,4,0,1,0,0,0,0,0,int_muscle_home_4x
30,0,81.7,177,26.08,2,0,3,45,1,0,1,0,0,0,0,0,beg_maintain_home_3x
19,1,69.8,161,26.93,0,0,2,39,3,0,0,0,0,0,0,0,beg_fat_loss_home_3x
36,0,88.5,185,25.86,2,1,5,63,2,0,1,0,1,0,0,0,int_maintain_gym_4x
20,0,64.0,169,22.41,0,1,3,47,5,0,1,0,1,0,0,0,int_fat_loss_home_4x
46,1,65.1,159,25.75,1,0,2,37,1,0,1,0,1,0,0,1,beg_injury_safe_home_3x
43,0,97.7,174,32.27,1,0,4,28,2,0,1,0,0,0,0,0,beg_muscle_home_3x
18,1,45.0,168,15.94,1,1,4,50,2,0,0,0,1,0,0,0,int_muscle_home_4x
29,0,104.1,180,32.13,0,1,5,56,3,0,0,0,1,0,0,0,int_fat_loss_home_4x
31,0,90.1,179,28.12,2,1,4,53,3,1,0,1,0,0,0,0,int_maintain_gym_4x
21,1,57.9,171,19.8,2,1,4,42,2,1,0,0,0,0,0,0,int_maintain_gym_4x
24,1,59.6,162,22.71,1,0,3,29,1,0,0,0,0,0,0,0,beg_muscle_home_3x
45,0,81.3,172,27.48,0,0,3,36,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
41,1,94.3,176,30.44,1,0,4,42,1,0,1,0,1,1,0,0,beg_injury_safe_home_3x
21,1,57.3,176,18.5,0,0,4,34,2,0,1,0,0,0,0,0,beg_fat_loss_home_4x
30,0,64.8,183,19.35,1,0,4,35,3,1,0,1,0,0,0,0,beg_muscle_gym_4x
37,0,61.4,190,17.01,1,0,4,34,2,0,1,0,1,0,0,0,beg_muscle_home_3x
48,0,64.0,171,21.89,1,0,2,46,2,0,1,0,0,1,0,0,beg_injury_safe_home_3x
50,0,92.9,165,34.12,0,1,4,34,4,1,0,0,0,0,0,0,int_fat_loss_gym_4x
43,1,71.3,173,23.82,1,0,3,41,2,0,1,0,0,0,0,0,beg_muscle_home_3x
19,0,101.7,190,28.17,0,1,5,34,4,0,1,0,0,1,0,0,beg_injury_safe_home_3x
40,0,76.3,178,24.08,1,1,3,44,2,0,0,0,0,0,0,0,int_muscle_home_4x
23,0,59.6,173,19.91,0,1,4,51,1,1,1,1,0,0,0,0,int_fat_loss_gym_4x
27,1,77.6,162,29.57,0,1,5,48,2,1,0,0,0,0,0,0,int_fat_loss_gym_5x
48,0,72.4,178,22.85,0,0,2,47,1,0,1,0,0,0,0,0,beg_fat_loss_home_3x
46,0,60.7,175,19.82,1,2,5,83,3,1,0,1,1,0,0,0,adv_strength_gym_5x
49,0,75.4,177,24.07,0,1,5,66,3,0,0,0,1,0,0,0,int_fat_loss_home_4x
41,1,65.1,162,24.81,0,0,2,33,2,1,1,1,1,0,0,0,beg_fat_loss_gym_3x
21,1,63.7,171,21.78,0,1,5,30,3,1,0,1,0,0,0,0,int_fat_loss_gym_4x
40,1,62.3,162,23.74,0,0,2,31,2,1,0,0,0,0,0,0,beg_fat_loss_gym_3x
27,1,47.5,158,19.03,2,0,4,55,3,0,0,0,0,0,0,0,beg_maintain_home_3x
24,0,109.9,182,33.18,0,1,5,58,3,0,0,0,1,0,0,0,int_fat_loss_home_4x
49,0,76.8,168,27.21,0,1,4,40,2,0,1,0,1,0,0,0,int_fat_loss_home_4x
52,1,55.0,164,20.45,0,1,5,66,4,1,1,0,0,0,0,0,int_fat_loss_gym_5x
55,0,79.4,176,25.63,1,0,3,49,2,0,1,0,1,0,0,0,beg_muscle_home_3x
21,0,113.6,169,39.77,0,1,3,32,5,0,0,0,0,0,0,0,int_fat_loss_home_4x
35,1,50.3,162,19.17,1,1,3,48,4,0,0,0,0,0,0,1,beg_injury_safe_home_3x
45,0,65.4,175,21.36,0,0,3,25,2,0,0,0,1,0,0,0,beg_fat_loss_home_3x
55,0,71.5,167,25.64,1,1,3,60,2,1,0,1,0,0,0,0,int_muscle_gym_4x
32,0,80.6,167,28.9,2,1,5,35,4,1,0,1,1,0,0,0,int_maintain_gym_4x
51,1,49.5,171,16.93,1,0,2,45,3,1,1,1,1,0,0,1,beg_injury_safe_home_3x
55,1,88.6,168,31.39,0,0,2,50,2,0,0,0,0,0,0,0,beg_fat_loss_home_3x
19,0,78.8,162,30.03,0,1,4,44,2,0,1,0,0,0,0,0,int_fat_loss_home_4x
52,0,94.5,186,27.32,2,1,4,31,4,0,1,0,0,1,0,0,beg_injury_safe_home_3x
40,1,79.9,166,29.0,1,1,5,46,3,1,0,1,0,0,0,0,int_muscle_gym_5x
52,0,87.9,182,26.54,1,0,3,26,3,0,1,0,0,0,0,0,beg_muscle_home_3x
33,1,69.2,155,28.8,2,0,3,36,2,0,1,0,1,0,0,0,beg_maintain_home_3x
33,0,69.2,195,18.2,0,2,6,81,5,0,1,0,1,1,1,0,beg_injury_safe_home_3x
24,1,59.7,167,21.41,1,0,4,27,2,0,1,0,0,0,0,0,beg_muscle_home_3x
52,1,69.1,162,26.33,2,0,2,34,4,0,1,0,1,0,0,0,beg_maintain_home_2x
44,0,78.5,181,23.96,1,0,3,43,1,0,0,0,0,0,0,0,beg_muscle_home_3x
47,1,52.1,161,20.1,0,1,4,53,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
41,0,98.1,172,33.16,1,1,5,32,3,1,1,1,0,1,0,0,int_injury_safe_gym_3x
32,0,89.1,171,30.47,0,0,3,35,3,0,1,0,1,0,0,0,beg_fat_loss_home_3x
45,0,85.3,173,28.5,1,0,2,20,1,0,1,0,1,0,0,0,beg_muscle_home_3x
25,0,86.0,168,30.47,0,2,5,78,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
32,0,95.8,186,27.69,0,0,4,42,3,0,1,0,0,0,0,0,beg_fat_loss_home_4x
54,1,52.8,167,18.93,2,0,3,25,3,0,1,0,0,1,0,0,beg_injury_safe_home_3x
53,0,71.5,188,20.23,2,0,4,36,2,0,1,0,0,0,0,0,beg_maintain_home_3x
52,0,82.3,173,27.5,0,1,3,45,2,1,1,1,1,0,0,0,int_fat_loss_gym_4x
53,0,82.5,178,26.04,0,1,3,62,4,0,1,0,0,0,0,0,int_fat_loss_home_4x
40,0,89.4,187,25.57,0,1,5,64,2,0,1,0,0,0,0,1,beg_injury_safe_home_3x
53,0,62.8,170,21.73,2,1,3,61,3,1,1,1,1,0,1,0,int_injury_safe_gym_3x
49,0,82.8,178,26.13,2,0,4,38,2,0,1,0,0,0,1,0,beg_injury_safe_home_3x
43,0,89.1,187,25.48,2,0,2,35,2,0,0,0,0,0,0,0,beg_maintain_home_2x
19,1,59.8,165,21.97,2,1,4,51,2,0,1,0,0,1,0,0,beg_injury_safe_home_3x
23,0,88.0,160,34.37,1,1,3,30,2,1,1,0,0,0,0,0,int_muscle_gym_4x
41,0,91.3,179,28.49,1,0,4,36,3,0,1,0,0,0,0,0,beg_muscle_home_3x
47,1,47.6,166,17.27,1,0,4,30,1,0,0,0,1,0,0,0,beg_muscle_home_3x
22,0,69.6,178,21.97,0,2,5,75,4,0,1,0,0,0,0,0,adv_fat_loss_gym_5x
44,1,74.2,158,29.72,0,0,3,36,3,0,1,0,0,0,0,0,beg_fat_loss_home_3x
44,1,70.3,165,25.82,0,0,4,29,2,0,1,0,0,0,0,0,beg_fat_loss_home_3x
